gun,S,pay,pnl,cm,taker
08-22,1787434800,447.99487700000003,147.79549692000006,,0.0
08-22,1787435100,426.544284,63.42619976000003,,0.0
08-22,1787435700,449.31024600000006,121.74168727,0.6240243395765501,0.0
08-22,1787436000,1199.997186,-224.5251804799999,1.3662735340846714,300.00000000000006
08-22,1787436300,1081.153525,174.8950986499999,,0.0
08-22,1787436600,433.6401900000001,115.68779790000008,,0.0
08-22,1787436900,92.4,-58.212,,0.0
08-22,1787437200,307.272726,43.77727343999999,1.4206250036093757,0.0
08-22,1787437500,428.86607499999997,-331.38077774999994,,0.0
08-22,1787437800,488.48420899999996,158.31059942000002,,0.0
08-22,1787438400,45.0,19.799999999999997,,0.0
08-22,1787439000,200.0,16.0,,0.0
08-22,1787439300,200.0,8.0,,0.0
08-22,1787439600,72.45394999999999,31.155198499999997,,0.0
08-22,1787439900,300.0,150.0,,0.0
08-22,1787440200,513.75,115.83749999999998,,0.0
08-22,1787441400,357.452473,171.92009871999997,,0.0
08-22,1787441700,173.538692,-93.16089368000002,,0.0
08-22,1787442300,54.598979,-8.197392230000002,1.2999999999999998,0.0
08-22,1787442600,200.0,51.26964000000007,,200.0
08-22,1787442900,362.3754589999999,-83.49889344000002,1.3021905835176197,0.0
08-23,1787443200,317.48,-39.67214000000001,1.3511636045494313,134.54
08-23,1787443500,265.432026,-136.33280540000004,1.2929096716905608,0.0
08-23,1787443800,231.505,-40.82535,1.0355403485020802,7.09
08-23,1787444100,375.97611099999995,-45.60557023000001,1.2313261258207695,126.58999999999999
08-23,1787444700,300.0,45.0,,0.0
08-23,1787445000,268.445708,94.78959824000003,,0.0
08-23,1787445300,726.7894530000001,32.69806059999996,0.853832190153724,115.01
08-23,1787445600,396.8171499999999,101.25112020000003,1.15,0.0
08-23,1787445900,709.616197,-576.40419793,,0.0
08-23,1787446200,866.0765759999999,260.9361976099999,,0.0
08-23,1787446500,1042.502459,51.50174017000006,1.1613764668916482,0.0
08-23,1787446800,843.825788,157.66859971999997,,0.0
08-23,1787447100,180.58333199999998,-128.3087424,,129.28
08-23,1787447700,190.854826,-135.50692646,,0.0
08-23,1787448000,129.92723999999998,22.450499599999993,0.6918306102071909,0.0
08-23,1787448300,696.2057130000001,97.46879982000007,,0.0
08-23,1787448600,211.022701,-176.94430163,,0.0
08-23,1787448900,200.0,34.0,,0.0
08-23,1787449500,734.811063,80.41999750999992,,0.0
08-23,1787449800,200.0,-160.76893,,200.0
08-23,1787450100,726.75,103.34999999999991,,0.0
08-23,1787450400,399.990587,-64.51224742000005,1.31,160.32999999999998
08-23,1787450700,921.651372,171.35139858000002,,0.0
08-23,1787451000,842.12,221.0756,,0.0
08-23,1787451300,305.139496,195.77999879000004,,0.0
08-23,1787451600,532.8088889999999,97.00839846999992,,0.0
08-23,1787451900,785.822856,127.44819984000003,,0.0
08-23,1787452200,200.0,22.0,,0.0
08-23,1787452500,400.0,-40.41604000000001,1.185087,200.0
08-23,1787452800,993.211185,-140.52756995000004,0.9732820597302387,249.60000000000002
08-23,1787453400,730.4261779999999,49.720618179999974,0.8737758356339007,0.0
08-23,1787453700,446.684054,-114.65205674000002,,0.0
08-23,1787454000,140.02692100000002,76.92449633000001,,0.0
08-23,1787454300,200.0,85.99999999999999,,0.0
08-23,1787454600,480.973756,-224.6235695,,0.0
08-23,1787455200,200.0,28.0,,0.0
08-23,1787455500,244.747181,68.66921009,0.43140422023219377,0.0
08-23,1787455800,841.806287,282.76068482000005,,125.42
08-23,1787456100,600.0,180.0,,0.0
08-23,1787456400,536.978055,132.79969915000004,,0.0
08-23,1787456700,340.18562499999996,58.42969999999997,,0.0
08-23,1787457000,18.85111,8.482999499999998,,0.0
08-23,1787457300,805.0,323.65,,0.0
08-23,1787457600,503.709058,87.69705502000002,0.6656028506525102,0.0
08-23,1787457900,542.14,79.21141,0.829241025179046,98.12
08-23,1787458200,429.332899,-106.11870435999998,,0.0
08-23,1787458500,28.975,-8.113000000000001,,0.0
08-23,1787458800,575.336514,-403.7160203600001,1.2165051168259091,0.0
08-23,1787459100,238.12714,19.148599200000007,,0.0
08-23,1787459400,117.56787399999999,25.393297619999984,,0.0
08-23,1787459700,9.474617,-0.8246359600000002,,0.0
08-23,1787460000,67.07600000000001,3.3538000000000068,,0.0
08-23,1787460300,166.068273,66.59309834,,81.84
08-23,1787460900,1200.0,147.0,0.755,0.0
08-23,1787461200,300.0,125.99999999999997,,0.0
08-23,1787461800,602.170211,172.14028916999996,,310.0
08-23,1787462100,1548.3613480000001,336.4580878600002,,600.0
08-23,1787462400,300.0,81.0,,0.0
08-23,1787462700,459.013332,120.10159960000004,,0.0
08-23,1787463000,262.339658,-19.67401430999996,1.2553586713106646,96.0
08-23,1787463600,63.911423,-41.54242495,,0.0
08-23,1787463900,62.80218,30.833199,,0.0
08-23,1787464200,295.6,76.856,,0.0
08-23,1787464500,176.04366,-8.802183,,0.0
08-23,1787464800,194.731425,34.63599875,,0.0
08-23,1787465400,531.813564,-18.819770920000053,1.2093581962460027,213.47000000000003
08-23,1787466000,29.266613,8.821899129999998,,0.0
08-23,1787466600,600.0,135.0,,0.0
08-23,1787466900,252.082856,-32.36869672000003,1.2496731196445574,121.03999999999999
08-23,1787467200,44.06164,-11.8966428,,0.0
08-23,1787468400,1917.71,-123.25912000000017,1.3634684466693654,686.56
08-23,1787468700,110.383213,19.83619990999999,,0.0
08-23,1787469000,250.0,71.5,,0.0
08-23,1787469300,985.9637809999999,319.80659896999987,,0.0
08-23,1787469900,322.540325,-116.61092675,0.9803737291860865,0.0
08-23,1787470200,58.190908,18.152999640000004,,0.0
08-23,1787471400,190.457705,-32.64041575,,0.0
08-23,1787471700,300.0,64.59737999999999,,300.0
08-23,1787472000,194.682377,55.438298354287014,,0.0
08-23,1787472300,300.0,18.0,,0.0
08-23,1787472600,7.28793,2.1134997,,0.0
08-23,1787473500,278.86129800000003,-43.46221656000001,,0.0
08-23,1787474100,56.0,24.639999999999997,,0.0
08-23,1787474400,300.0,42.0,,0.0
08-23,1787474700,260.511741,-193.64794219000004,,0.0
08-23,1787475000,748.4557199999999,263.0978989999999,0.7558364311282597,0.0
08-23,1787475300,255.93894,-23.59096385,,0.0
08-23,1787475600,832.266362,2.512237280000022,1.3534690598738828,0.0
08-23,1787475900,399.965736,32.57464399999995,0.8371350020051321,0.0
08-23,1787476200,12.555788,-5.3989888399999995,,0.0
08-23,1787476500,600.291665,-348.17500025000004,1.521211056453502,0.0
08-23,1787476800,21.148147,-4.01814793,,0.0
08-23,1787477400,225.741175,32.98599975000002,,0.0
08-23,1787477700,137.79754,-12.475602799999994,,0.0
08-23,1787478000,123.771445,43.24699841,,0.0
08-23,1787478300,86.880802,-33.01470476,,0.0
08-23,1787478600,15.982556,-1.1187789200000002,,0.0
08-23,1787478900,652.799258,-269.04986343999997,,0.0
08-23,1787479200,1000.0,140.0,1.3199999999999998,0.0
08-23,1787480100,536.741051,126.09399968999998,,0.0
08-23,1787480400,200.0,32.0,,0.0
08-23,1787480700,341.26585,-199.45210149999997,,82.27
08-23,1787481300,704.6800000000001,-70.38730999999996,1.182970993926321,352.34000000000003
08-23,1787481600,266.96125,85.42759999999998,,0.0
08-23,1787481900,300.0,189.0,,0.0
08-23,1787482200,946.528588,71.92650416000001,0.5258649825350106,5.0
08-23,1787482500,469.371388,-129.15092465,,0.0
08-23,1787482800,376.07843,-228.2784307,,0.0
08-23,1787483100,200.0,58.0,,0.0
08-23,1787483400,79.46615,19.470897999999995,0.5100000000000001,0.0
08-23,1787483700,436.76754200000005,173.71407962000006,,0.0
08-23,1787484000,637.019721,105.50404364999997,0.8622534297420349,0.0
08-23,1787484300,74.82428,-41.7247824,,0.0
08-23,1787484600,281.562579,70.24359949000001,,0.0
08-23,1787484900,124.55621500000001,46.08579955000002,,0.0
08-23,1787485200,47.283332,-21.087332640000003,,0.0
08-23,1787486700,400.0,22.0,0.89,0.0
08-23,1787487000,90.55,19.015500000000003,,0.0
08-23,1787487300,315.735872,-93.95437263999997,1.0474496739087955,0.0
08-23,1787487600,10.485152,-1.1533667199999997,,0.0
08-23,1787487900,12.325881,2.09539977,,0.0
08-23,1787488500,679.544513,81.49914896000004,0.6530641305276159,0.0
08-23,1787489100,26.108274,-17.67391454,,13.81
08-23,1787489400,991.317714,-222.61635653999997,1.4491315515847731,0.0
08-23,1787490000,355.430606,43.45852213999997,0.7260010148805998,22.94
08-23,1787490300,783.165249,128.51345909000005,0.598771762549068,149.66
08-23,1787490600,111.614284,7.8129998799999925,,0.0
08-23,1787490900,490.855725,-32.93274199999999,0.7830130513449696,99.46
08-23,1787491200,627.489997,-158.63779868,1.5056175307947495,0.0
08-23,1787491800,1509.2551839999999,-101.86345031999986,1.3041260321038775,823.45
08-23,1787492400,176.94352800000001,-24.49081848,1.2600000000000002,88.47
08-23,1787492700,733.146925,44.13965824000002,1.3105776046571278,199.99
08-23,1787493000,300.0,-96.0,,0.0
08-23,1787493600,246.78,77.40699999999998,,0.0
08-23,1787494500,715.8672,-22.899600000000078,1.482155920062559,0.0
08-23,1787494800,745.2274520000001,307.3632784300001,,300.0
08-23,1787495100,602.6384100000001,166.11088939999996,1.187231594195087,5.6
08-23,1787495400,332.432278,113.36778591000001,1.084623373775453,0.0
08-23,1787496000,600.0,33.0,,0.0
08-23,1787496300,179.12520800000001,-90.5213113,,0.0
08-23,1787496600,52.594134,10.901434829999992,1.11,0.0
08-23,1787496900,466.228274,114.20619946,,0.0
08-23,1787497200,1150.887487,-203.4684107500001,1.350143098263713,143.91
08-23,1787497500,630.792609,101.70955916999998,0.6571545206743117,0.0
08-23,1787497800,283.52,-114.01989999999999,,0.0
08-23,1787498100,44.9,2.693999999999999,0.88,0.0
08-23,1787498400,566.5,-121.75999999999999,1.39906191369606,0.0
08-23,1787498700,420.965421,-81.15034469,0.9576845877540474,0.0
08-23,1787499000,350.349582,-246.6723824,,0.0
08-23,1787499300,345.467103,56.89493365999999,0.8200000000000001,0.0
08-23,1787499900,600.0,132.0,,0.0
08-23,1787500200,412.823332,49.539399599999996,0.76,0.0
08-23,1787500500,464.368817,52.646568130000006,0.24215058960079372,0.0
08-23,1787500800,5.0,1.0999999999999996,,0.0
08-23,1787501400,17.332467,-11.427868219999999,,0.0
08-23,1787501700,280.11767,-27.54598973,,0.0
08-23,1787502000,298.18274,-40.412692379999996,0.7928481061045052,81.26
08-23,1787502300,420.88,75.5824,0.76,0.0
08-23,1787502600,272.2387,36.08121309999997,0.7346426171942684,15.0
08-23,1787502900,718.285974,-508.11507488999996,,0.0
08-23,1787503200,114.85857,-26.992200917140003,1.4700000142288063,0.0
08-23,1787503500,484.832064,-65.45169858999999,0.7379683907465436,0.0
08-23,1787503800,713.678634,-54.50464974,,0.0
08-23,1787504100,331.402857,33.312277129999984,0.6000372806065029,0.0
08-23,1787504400,244.0,-143.91,,0.0
08-23,1787504700,255.881777,-69.08807979000001,,0.0
08-23,1787505300,713.34,-214.7994,1.7609682101901583,0.0
08-23,1787505900,458.18,82.25100000000003,,0.0
08-23,1787506200,587.6579489999999,-477.69284948999996,1.6288256599179698,0.0
08-23,1787506800,489.329132,28.938836159999994,0.9379678871227631,0.0
08-23,1787507100,963.2484400000001,-443.39617353,,0.0
08-23,1787507700,68.0,-3.0600000000000023,1.0899999999999999,0.0
08-23,1787508000,456.39205000000004,-59.690282,,0.0
08-23,1787508300,1425.010425,357.10591438000006,0.5201038986471881,420.96000000000004
08-23,1787508600,138.017138,11.471399479999988,,0.0
08-23,1787508900,435.1230929999999,-67.38923631,,0.0
08-23,1787509200,138.66290700000002,-15.25291977,,0.0
08-23,1787509500,97.06176199999999,16.500499539999993,,0.0
08-23,1787509800,200.0,96.0,,0.0
08-23,1787510100,173.87763800000002,-3.2823936300000014,0.7745533806778794,0.0
08-23,1787510400,610.188873,-42.632219020000065,0.8887032635152089,0.0
08-23,1787510700,183.844147,-45.87295134,,0.0
08-23,1787511000,867.6003689999999,-77.32383157999999,0.8638031931261385,0.0
08-23,1787511300,383.354258,-83.85216941000002,,0.0
08-23,1787511600,533.644058,-10.717680920000078,1.0079926906955106,237.15
08-23,1787511900,200.0,21.588400000000007,,200.0
08-23,1787512200,40.722221000000005,4.29199989,,0.0
08-23,1787512500,70.09,43.4558,,0.0
08-23,1787512800,491.796189,9.243884840000021,1.0481256138441069,80.13
08-23,1787513100,176.761427,13.444099449999996,0.8478886625933469,0.0
08-23,1787513400,171.893005,-32.593247749999996,,0.0
08-23,1787513700,275.191182,-54.82838462000001,1.0754367569784145,0.0
08-23,1787514000,269.0,-63.03,1.23,0.0
08-23,1787514300,1245.665806,-202.21807244999997,0.9785326330332983,0.0
08-23,1787514600,112.190593,-16.09080081,,0.0
08-23,1787515200,595.314165,105.88839949999999,,0.0
08-23,1787515800,496.69574500000004,-19.037558599999954,1.0766643765088724,0.0
08-23,1787516100,136.506665,40.9519995,,0.0
08-23,1787517000,437.79351,-310.0618304,,58.09
08-23,1787517300,440.50765300000006,67.40210551000004,0.8087936560024203,0.0
08-23,1787517600,617.6672740000001,32.099800980000055,0.8450125569527475,0.0
08-23,1787517900,667.934939,96.08336385999996,0.7322201764936251,0.0
08-23,1787518200,517.20243,71.57143867999997,0.8408531942051269,17.33
08-23,1787518500,501.036004,-145.45940878000002,,0.0
08-23,1787518800,400.0,48.0,,0.0
08-23,1787519100,727.416239,251.03339961000006,1.3400242396739976,24.0
08-23,1787519400,894.047586,523.8694934499999,,0.0
08-23,1787519700,556.906189,208.6495993800001,,0.0
08-23,1787520000,1787.202937,-205.3724149999997,1.3311044065996205,601.43
08-23,1787520300,466.62907,12.96679850999999,0.9667782109147789,0.0
08-23,1787520600,1709.903729,-384.73704997,1.0904384243381908,352.58
08-23,1787520900,433.18548599999997,46.649399121819954,,0.0
08-23,1787521200,662.9391650000001,222.5233995000001,,0.0
08-23,1787521500,385.906295,90.59149965,,0.0
08-23,1787522100,562.165107,98.22229617000005,,0.0
08-23,1787522400,2019.5020550000002,-229.48293395999963,1.389134380650523,765.66
08-23,1787522700,322.022854,37.50679889999998,1.25982399537717,62.94
08-23,1787523000,565.409375,-98.53449999999998,1.31,0.0
08-23,1787523300,848.375235,-215.5039307699999,1.2960506983926319,300.0
08-23,1787524200,20.0,5.4,,0.0
08-23,1787524800,107.434775,-8.594782,,0.0
08-23,1787525100,156.10902900000002,-18.733083479999998,,0.0
08-23,1787525700,200.0,10.0,,0.0
08-23,1787526000,89.482757,51.89999906,,0.0
08-23,1787526300,364.338305,-84.8621419,,0.0
08-23,1787526600,300.0,-21.000000000000004,,0.0
08-23,1787527200,40.216212,14.879998439999998,,0.0
08-23,1787527800,691.790217,127.96439888999998,,0.0
08-23,1787528400,31.0,13.019999999999996,,0.0
08-23,1787529000,578.077986,193.98475772,0.3241931849496611,130.97
08-23,1787529300,315.9925,99.81759999999997,,0.0
08-24,1787529600,55.208694,-13.191194759999998,1.4777717391304348,0.0
08-24,1787529900,621.865,-387.1074,,0.0
08-24,1787530200,335.02,-16.1118,,0.0
08-24,1787530500,83.738887,13.335999659999999,,0.0
08-24,1787531100,67.4,12.131999999999998,,0.0
08-24,1787531400,301.47,-197.89709999999997,1.5899999999999999,0.0
08-24,1787531700,300.0,-255.0,,0.0
08-24,1787532000,5.0,2.25,,0.0
08-24,1787532300,1211.762351,-192.84445032999997,1.3113172117074239,351.6
08-24,1787533200,914.735989,155.21389899999997,0.800165496078086,0.0
08-24,1787533500,115.74000000000001,18.762019999999993,1.11997995991984,9.98
08-24,1787533800,971.978309,304.52172328000006,0.3692312081958232,0.0
08-24,1787534100,316.691763,20.837599710000006,,0.0
08-24,1787534700,150.14235100000002,57.733999340000004,0.5880653113934464,0.0
08-24,1787535000,433.090898,-262.92066666,1.565005187411386,0.0
08-24,1787535300,7.84,2.1952,,0.0
08-24,1787535600,388.280369,92.84899925999997,,300.0
08-24,1787535900,410.86459900000006,236.86299311000005,,0.0
08-24,1787536200,180.463845,-9.702045900000002,0.8400000000000001,0.0
08-24,1787536800,551.2427389999999,-87.63611768999996,0.8345129102534514,0.0
08-24,1787537100,20.8,7.4879999999999995,,0.0
08-24,1787537700,257.65125,57.367999999999995,,0.0
08-24,1787538300,289.56,-196.9008,,0.0
08-24,1787538900,89.75,-32.31,,0.0
08-24,1787539500,300.0,-63.0,,0.0
08-24,1787540100,108.4,-12.218,,0.0
08-24,1787541600,177.19,-130.2368,,0.0
08-24,1787542500,32.39,6.477999999999998,,0.0
08-24,1787542800,177.189443,31.89409974,,0.0
08-24,1787543100,65.386151,-22.885152849999997,,0.0
08-24,1787544600,15.0,6.6,,0.0
08-24,1787545500,218.211408,-116.49966738,0.9600000000000001,0.0
08-24,1787545800,100.0,-19.0,,0.0
08-24,1787546400,684.7947839999999,-128.570696,,0.0
08-24,1787546700,343.18514600000003,-36.012461810000005,,0.0
08-24,1787547300,465.924566,-26.11480308,1.254330841028743,0.0
08-24,1787547900,25.046659000000002,-10.770063370000003,,0.0
08-24,1787548800,105.152176,-13.66978288,,0.0
08-24,1787549100,10.0,7.9,,0.0
08-24,1787549700,18.88,-0.9440000000000008,,0.0
08-24,1787551800,73.139045,42.76879835,0.68,0.0
08-24,1787552100,72.76011700000001,-13.47721989,,0.0
08-24,1787552400,840.392993,202.30373429,0.2659582904927333,0.0
08-24,1787552700,140.332045,-37.66054974000001,,0.0
08-24,1787553300,24.3175,-0.9727,,0.0
08-24,1787553600,958.5451860000001,-263.66375891000007,0.5786694596902555,0.0
08-24,1787553900,600.0,-57.0,1.19,0.0
08-24,1787554800,234.944229,65.08549954,,0.0
08-24,1787555100,62.863332,19.59999959999999,,0.0
08-24,1787556000,95.95894999999999,69.28839149999999,0.3800000000000001,0.0
08-24,1787556300,30.714284,4.299999759999999,,0.0
08-24,1787557500,55.448094,-32.15989452,,0.0
08-24,1787558400,485.156665,-6.84530024999998,1.498866123894552,0.0
08-24,1787559300,64.2375,5.138999999999996,,0.0
08-24,1787559600,350.9,126.32399999999998,,0.0
08-24,1787559900,712.017819,190.02899838000008,,0.0
08-24,1787560800,675.66,350.7756,0.7283606557377049,0.0
08-24,1787562300,200.0,62.0,,0.0
08-24,1787562600,372.22326599999997,-60.19440168,1.2414539618590208,0.0
08-24,1787562900,873.754109,180.79029420999996,0.5846365659591191,65.0
08-24,1787563200,1344.806853,-493.24566337999994,,50.06
08-24,1787563800,235.0,55.44999999999999,,0.0
08-24,1787564100,45.4275,16.3539,,0.0
08-24,1787564400,420.650768,57.09779984000005,,0.0
08-24,1787565000,36.04,18.442800000000002,,0.0
08-24,1787565300,300.0,-153.0,,0.0
08-24,1787565900,2.0,0.74,,0.0
08-24,1787566500,1189.307,454.08041999999995,0.9146058746163963,300.0
08-24,1787566800,600.0,69.30000000000001,0.769,0.0
08-24,1787567400,600.0,228.0,,0.0
08-24,1787567700,600.0,24.0,0.9199999999999999,0.0
08-24,1787568000,300.0,21.0,,0.0
08-24,1787568600,360.0,7.800000000000011,1.4672727272727273,0.0
08-24,1787568900,1129.2776920000001,27.870911370000044,1.0141740455063883,600.0
08-24,1787569200,311.39,28.686800000000062,,0.0
08-24,1787569800,66.827141,9.355799740000002,,0.0
08-24,1787570100,328.13181299999997,-291.26051357,,0.0
08-24,1787570400,899.999628,-46.67600043999994,1.3777931962984482,0.0
08-24,1787571300,600.0,107.0625,,300.0
08-24,1787571900,937.801107,-335.59161797,1.617236091032572,468.76
08-24,1787572200,300.0,36.0,,0.0
08-24,1787572800,77.509997,11.341199579999994,,0.0
08-24,1787573100,246.659997,23.09259967,,0.0
08-24,1787573400,940.0,-196.39999999999998,1.6509475806451612,0.0
08-24,1787574000,45.92,3.6736000000000004,,0.0
08-24,1787574300,152.080369,41.06169963000001,,0.0
08-24,1787574600,866.481614,215.77619957368597,0.7888049806061823,0.0
08-24,1787574900,578.8866579999999,169.33079751999986,,0.0
08-24,1787575200,342.194597,60.46999883000001,,0.0
08-24,1787575500,269.128785,81.91249904999998,,0.0
08-24,1787575800,432.573489,106.41459927,,0.0
08-24,1787576100,382.30734599999994,82.34639845999993,,0.0
08-24,1787576700,268.061915,84.40089864000001,,0.0
08-24,1787577000,383.44093599999997,88.10029951999996,,0.0
08-24,1787577300,592.864173,85.90743813000006,1.204644680711321,6.83
08-24,1787577600,248.666665,22.37999984999999,,0.0
08-24,1787577900,3.076922,1.19999958,,0.0
08-24,1787578800,287.498786,94.87459938,,0.0
08-24,1787579100,519.33,-115.8144,1.3,0.0
08-24,1787579400,513.0888669999999,91.58453923000002,0.8698380120889506,85.44
08-24,1787579700,10.583554,4.762599299999999,,0.0
08-24,1787580900,441.6920800000001,-81.67268988000002,,0.0
08-24,1787581200,4324.467425999999,-387.8820755200004,1.5582609162154917,1821.7600000000002
08-24,1787581500,1751.1754,247.33219930000018,,0.0
08-24,1787581800,1199.997141,89.99979987000006,,0.0
08-24,1787582100,387.864425,0.09198424999999588,1.0935881748760774,147.51
08-24,1787582400,141.452592,-18.070442860000014,1.2639780297574599,0.0
08-24,1787582700,305.11111,-138.511111,,0.0
08-24,1787583300,1642.900552,153.30729968000014,1.2579036095609015,0.0
08-24,1787583900,318.337195,-45.164406799999995,,0.0
08-24,1787584200,366.59756,-26.3427619,,300.0
08-24,1787584500,427.082916,-52.44311900000001,0.6250343136506965,85.49
08-24,1787584800,558.26944,58.745870070000024,0.9146113574425117,78.42
08-24,1787585100,341.27761499999997,38.420037070000035,0.6121768079527287,108.22999999999999
08-24,1787585400,431.771716,158.39770852000004,0.5135700946490849,0.0
08-24,1787586000,599.993172,124.58353729999999,0.5830970512222191,36.36
08-24,1787586300,600.0,-120.06748999999996,1.3999999999999997,25.11
08-24,1787586600,31.225383,10.120630210000002,0.33999999999999997,15.61
08-24,1787586900,357.497923,58.44559939000004,,0.0
08-24,1787587200,433.2602959999999,88.67459925999992,,0.0
08-24,1787587500,10.2,0.7139999999999986,,0.0
08-24,1787587800,348.33190300000007,-229.72190573999998,,0.0
08-24,1787588100,662.474906,189.54889876000004,,0.0
08-24,1787588400,158.247393,-49.49938776999999,1.1897130723745988,23.16
08-24,1787588700,30.714284,4.299999759999999,,0.0
08-24,1787589000,899.994735,212.99899964999997,,0.0
08-24,1787589300,395.60761199999996,-319.5668133600001,,0.0
08-24,1787589600,300.0,24.0,,0.0
08-24,1787589900,36.71,9.9117,,0.0
08-24,1787590500,442.857141,-311.85714165,,0.0
08-24,1787590800,605.6700000000001,117.73710000000005,,0.0
08-24,1787591400,225.57253599999999,-89.67580088,0.83,0.0
08-24,1787591700,412.51846,24.5167998,1.5534810569593285,0.0
08-24,1787592000,117.67733199999999,18.00579979999999,,0.0
08-24,1787592300,599.984783,23.775478309999926,0.9190573496189638,86.72
08-24,1787592600,195.316665,-19.33680084999999,1.140924263127074,0.0
08-24,1787593500,167.279258,-122.11385834,,0.0
08-24,1787593800,599.9816020000001,-350.98970372,,0.0
08-24,1787595300,174.766226,-40.19623197999999,,0.0
08-24,1787595600,300.0,153.0,,0.0
08-24,1787595900,300.0,85.59,,300.0
08-24,1787596200,417.85322300000007,-300.31872387,,0.0
08-24,1787598300,165.66854800000002,114.31129812000002,,0.0
08-24,1787598600,715.12,42.08930000000004,0.8817060073833763,300.0
08-24,1787598900,300.0,30.0,,0.0
08-24,1787599200,600.0,67.8546,0.76,600.0
08-24,1787599500,300.0,-78.0,,0.0
08-24,1787600100,20.15714,-6.047142000000001,,0.0
08-24,1787600400,105.614284,7.392999880000005,,0.0
08-24,1787601300,151.0,-54.36,,0.0
08-24,1787601600,1.3885,-0.18050500000000003,,0.0
08-24,1787602200,18.179309,-12.907309389999998,,0.0
08-24,1787605500,380.0,234.0,,0.0
08-24,1787605800,61.999975,-2.4799990000000025,,0.0
08-24,1787606700,300.0,-3.0,,0.0
08-24,1787607900,599.961601,12.739183019999984,0.9575206048303905,0.0
08-24,1787608500,3.861833,-0.1158549900000001,,0.0
08-24,1787609100,80.22999300000001,-6.821098320000004,1.1700000000000002,0.0
08-24,1787609400,9.53,4.193199999999999,,0.0
08-24,1787609700,217.009229,28.211199770000007,,0.0
08-24,1787610300,114.4,50.336,,0.0
08-24,1787610600,10.0,-3.5999999999999996,,0.0
08-24,1787611200,300.0,15.0,,0.0
08-24,1787611500,481.373016,-33.95867572000003,0.4642718666654582,0.0
08-24,1787611800,300.0,-78.0,,0.0
08-24,1787612400,1104.9617719999999,372.62698313999977,1.0692774332867516,0.0
08-24,1787613600,160.714284,22.49999975999998,,0.0
08-24,1787613900,146.50696200000002,12.606873040000002,0.26306498526310546,0.0
08-24,1787615100,138.66,5.857399999999998,0.6116589051019353,0.0
08-24,1787615700,764.5630749999999,70.53900299999998,0.5143638724282503,232.28
08-25,1787616300,365.62111000000004,47.01538900000001,0.7117214887685439,0.0
08-25,1787616900,37.22,2.605400000000003,,0.0
08-25,1787617500,217.68679099999997,-33.73020176999998,1.2999999999999998,108.84
08-25,1787617800,860.448568,123.41569911999994,0.7558391035469718,300.0
08-25,1787618100,70.584997,12.705299460000006,,0.0
08-25,1787618400,8.0,4.24,,0.0
08-25,1787618700,288.690475,121.2499995,,0.0
08-25,1787619000,201.862066,58.53999914000002,,0.0
08-25,1787619300,2054.5049280000003,314.58632618999945,1.1262845435511393,229.0
08-25,1787619600,656.5175,1.5220999999999094,1.027438572871087,0.0
08-25,1787619900,1815.138466,-17.782698390000178,1.1146694297297475,446.85
08-25,1787620200,957.3066809999999,73.44239906999991,0.8458727618595594,478.65
08-25,1787620500,217.686665,-191.60136520000003,,5.02
08-25,1787620800,1251.613119,-103.7802020500003,1.7012358956679565,0.0
08-25,1787621700,180.718822,-35.372070519999994,1.38883211115789,71.3
08-25,1787622000,10.0,-1.6,,0.0
08-25,1787622300,656.028618,-27.785620619999946,0.9441091419889767,0.0
08-25,1787623200,178.07,-65.67320000000001,1.535991565049968,0.0
08-25,1787624400,1398.707272,53.703803090000065,0.9173073794492375,236.64
08-25,1787624700,600.0,105.0,,0.0
08-25,1787625000,452.740805,96.93839955000004,,0.0
08-25,1787625300,132.833329,47.81999843999998,,0.0
08-25,1787625600,490.68642300000005,-148.03166341000002,,0.0
08-25,1787625900,278.17114300000003,77.70549827000008,,0.0
08-25,1787626200,300.0,45.0,,0.0
08-25,1787627400,254.24124999999998,22.66089999999997,,0.0
08-25,1787627700,31.105554,7.13949916,0.7062162265244711,0.0
08-25,1787628300,90.0,-11.700000000000003,1.2600000000000002,0.0
08-25,1787628600,300.0,12.0,,0.0
08-25,1787629200,205.790587,-65.85298784,,0.0
08-25,1787629500,440.85,57.481010000000026,,238.85
08-25,1787630400,56.289307,15.999999813000002,,0.0
08-25,1787630700,2519.9357219999997,-55.44698861000006,1.0532252020741733,887.8199999999999
08-25,1787631000,17.333332,1.5599998799999995,,0.0
08-25,1787631600,2975.791233,-735.4008236500001,1.3269087963521802,452.87
08-25,1787631900,13.94135,-1.140301,0.43,0.0
08-25,1787632200,545.283585,-129.69158685000002,,0.0
08-25,1787632800,207.77523100000002,-39.034185230000006,0.7246737513406005,0.0
08-25,1787633400,202.076791,107.03829922999999,,0.0
08-25,1787633700,73.675185,-5.894014799999997,,0.0
08-25,1787634000,600.0,99.0,0.67,0.0
08-25,1787634300,969.7086650000001,-94.51342615000004,1.0467975354685035,394.56
08-25,1787634600,1648.6385989999999,-82.99926859999982,1.0460480050440344,220.13
08-25,1787635200,100.0,42.99999999999999,,0.0
08-25,1787635500,138.2847,-32.098102589999996,,0.0
08-25,1787637000,139.299543,-74.55634408,,0.0
08-25,1787637600,24.8,4.959999999999997,,0.0
08-25,1787637900,103.477943,52.870996569999996,,0.0
08-25,1787638200,99.98947100000001,56.99399847000001,,0.0
08-25,1787639400,224.597901,-42.31920554,,100.0
